product,verified,rating,date,author,content,title
Apple - HomePod - Space Gray,1,5,13 Dec 2019,TK214,"Works very well with all three people in household. 
After getting it set up it recognized all three of use when speaking. 
I have three networks on different bands and it chose the 2.4ghz band when setting it up. I had my phone on the 5ghz band and the hand off would not work. Be sure to have phone on the same band/network. When setting it up be sure to choose which network band you want cause the only way to change it is a complete reset. 
Sound is very clear and good clear bass for its size. It will pick up the hey siri comand from another room with a normal low voice with music playing loud. Use the command (Set volume to 50%) to change or set volume. 
Hope this helps!!",Better than expected. Added a few tips.
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Weseiii,Audio quality is great. Price point for what we paid was high but the fit and finish is worth it.,Perfection
Apple - HomePod - Space Gray,1,5,13 Dec 2019,CALD,Easy to setup. Most of my home devices work with Apple. Use it as a Home Hub. So this fits right in. Great sounds too. So that’s good for music. Waited till the price came down because honestly it started out to be overpriced compared to Alexa. No problems have surfaced.,Good Apple Product
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Keen,Great sound and quality is top notch. Easy to setup,Love my homepod
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Nafaao,"This HomePod has absolutely outstanding sound and one must remember it was the sole focus of creating this magnificent technology. One must also remember that if that same person buys this and starts comparing it to other devices that play music and perform basic hands free chores...they will be disappointed. This one works as advertised, for music, and sounds perfect.",Outstanding machine
Apple - HomePod - Space Gray,1,5,13 Dec 2019,JLai,Love the HomePod and love it even more when BestBuy has it on sale. It haven’t met a speaker that delivers the same sound quality and power as the HomePod.,Insane Sound
Apple - HomePod - Space Gray,1,5,13 Dec 2019,COMPUTERWIZ,Works very good with my Apple TV I use it my iPad a,Works great I will even more of them
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Justpassinby,Good price from Best Buy on these. Speaker is the best.,Great speaker and smart
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Statepharm,"Bought two to pair in stereo and oh my, these shred. No better way to listen to Trey mike page and fish than on these puppies",Great sound
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Stephen,Great sound with a good look and very easy to set up and use!,Apple HomePod is absolutely fantastic!
Apple - HomePod - Space Gray,1,5,13 Dec 2019,SierraVista90,"I bought a single HomePod first.   The sound quality was okay, sounded one dimensional.   Then I bought a second to test the sound quality of a stereo pair.   The sound quality of a stereo pair was fantastic!",Stereo pair sounds fantastic!
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Funinboats1,This speaker is great with deep base and good midrange. So glad I bought this one after many other disappointments.,Awesome Speaker
Apple - HomePod - Space Gray,1,4,13 Dec 2019,BamRae,"Needs better app
Needs better equalisation 
Needs to connect to home hub smart tv sound",Needs better app
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Frankie,Bought 4 total and hook them up together. Better than Bose for sure.,Best thing ever
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Edwardskc,"I purchased my first HomePod when it was originally released. I was very impressed by its sound quality. The Siri functionality, although limited at first, has consistently been improved via software updates. I am thoroughly immersed in the Apple ecosystem thus its smart speaker was a logical choice for me. When I saw Best Buy’s $199 price, I didn’t hesitate to purchase an additional one. It works very well as a stereo pair with my original HomePod thus providing an even fuller, richer sound experience. If you already have additional Apple products, you can’t go wrong with this speaker.","This is my second HomePod,I think that says it all"
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Emaca004,"I adored my first Homepod since 2018’s launch. I didn’t care for Homekit or Siri being an Alexa competitor. All I wanted was the sound quality. I got it the first time, and now in stereo I’m extremely satisfied.",My second one!
Apple - HomePod - Space Gray,1,5,13 Dec 2019,rocketscientist,"excellent product 
great sound
wonderful price for apple product",great
Apple - HomePod - Space Gray,1,5,13 Dec 2019,shaolin108,We purchased two Apple HomePods on sale and set them up as a stereo pair in our open Kitchen and Family Room.  They sound absolutely amazing.,Two HomePods as a stereo pair ROCKS!
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Sp87,I bought this at a great price for Black Friday. I love the HomePod! I use it everyday. Very easy to setup and connect to other items around the house. It sounds amazing.,I love my HomePod!!
Apple - HomePod - Space Gray,1,5,13 Dec 2019,ChinoRican,"Believe the hype! This is a great product. Well-designed and high quality.
Sound quality is great. I'm not an audiophile, but I will say that the sound coming the speaker is better than my little Bose (not a fair comparison since that one is portable, and the HomePod is not).
I've also tested it out using Airplay from my Apple TV and this will provide a slightly deeper and more immersive sound if you place it next to, or behind, the listeners. I'm planning on getting another one eventually to even out the sound on the other side. 
Siri commands are picked up really well. And now with the last update (13.2.x) it can recognize your voice so that each member of your home can have personalized responses.
My wife didn't think we needed one, but now she's hooked and uses it even more than me! 
So glad I took advantage of the black Friday deal. Looking forward to the next one.",Great for playing music and smart homes
Apple - HomePod - Space Gray,1,3,13 Dec 2019,tant44,it is decent. I don't mind the apple eco system I just thing it should do more and be better. not the most ideal thing,its ok
Apple - HomePod - Space Gray,1,4,13 Dec 2019,Solo,"Quality sound from such a small speaker. Over-priced at the original cost, but I got two on sale to create a stereo pair and I’m satisfied. A little annoying that the sound quality isn’t as good when listening to third-party streaming apps. Best for someone invested in the Apple ecosystem.",Great Sound when using Apple
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Adiaz31601,"I genuinely did not know if I would enjoy the HomePod, but I have been thoroughly pleased with the product especially because I have been able to use my Spotify with it. Also, the sound quality and bass provided by the HomePod feels unmatched by any other smart home speaker such as the google home mini or Amazon Echo.",Amazing Product
Apple - HomePod - Space Gray,1,4,13 Dec 2019,Applefan12,"My family is pretty deep in the apple ecosystem. I held off on HomePod because of the price and we have the first gen Sonos. 
I bought this on sale at see how it could make things easier. 
Pro’s:
Great for music on iTunes (most time). My family picked this up rather quickly. 
Good quality speakers and fills a room nicely
Great if you use HomeKit. 
Also good for looking up info such as weather, movies, store info. 
Timers, I do a lot of cooking and the ability to have multiple timers going is nice. 
Cons:
The voice recognition for music goes wonky for bit and I can’t figure out why i will say Siri play the classical station on Monday it will play the right station. Then on Tuesday I will say the same thing and something complexity different comes up. It does this for a few days then it will go back to normal. 
Whenever you say hey Siri every Apple device answers and it is random to which will answer your request. 
On the lighter side if you have some names is even remotely closed to Siri, Siri will answer. My daughters name sound simplified to Siri, and Siri will answer when I call her. 

Overall it is a bit iPhone which has great sound. It is a nice to have and the family picked up on its use right away but some glitches that pop up now and then stop it from a perfect score.",Pretty quick to get used to
Apple - HomePod - Space Gray,1,5,13 Dec 2019,ksm94,I tried alexa and I have to say this product is far away! I use an iPhone and the match is perfect I love this product,Perfect smart speaker
Apple - HomePod - Space Gray,1,5,13 Dec 2019,FrankS,"I have been intrigued by this product since released, and frustrated with Apple's pricing practices and desire to be a ""top tier"" company by only offering high end high price products. This device always seemed a bit overpriced and unnecessary for me as I have a nice sound system connected to my TV, but I wanted something for Home Kit control.  

I like Apple's focus on encryption and privacy especially with the alway on always listening home controlling devices like this.  I have apple Home Kit enabled devices in my house, and wanted a quick way for my pet sitter to turn them on and off when she comes in.  I tried the Amazon dot last year, but found it difficult to setup and you need to have the always listening feature on.  It also required setting up my already existing already working HomeKit enabled devices in the Alexa app which was hit and miss.  I was waiting and hoping that Apple would release a cheaper version of this with less speaker and more control.  

Then Best Buy had this on holiday sale for 100 dollars off retail price.  I figured it was worth a try knowing I had time to return it if it did not work.  I set it up in seconds yesterday, and immediately transferred the podcast I was listening to on my phone to the speaker.  I often wear headphones around the house and listen to music or podcasts throughout the day.  This makes it easy to transfer what I am listening to via my phone airplay button and I can hear it clearly from anywhere in the downstairs.  It sounds amazing and is so much easier to use to listen to anything on my phone.

Yes you can use it without the Hey Siri feature listening.  You can press and hold the center of the top panel which prompts Siri so I can turn off the ""always listening"" or if it does that annoying digital assistant thing where it mishears something I say that sounds vaguely like ""Hey Siri"" and becomes disruptive (This has not happened yet). 

I also like that in the Home app on my iPhone I can turn off the Home pod analytics which will not share my always on always listening recordings with Apple or anyone else.  

I wish the $200 price was not a promotion, but the retail price. After 1.5 days it has proven its worth and made me realize something I was overtly critical of and uninterested in is as good as I was sure it was not.  I like being proven wrong.  I am not sure I would pay $300 for it at full price, but if it keeps impressing me like this I might eat those words as well.","Excellent product, sale price should be permanent"
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Tatiana,"Amazing sound, stylish. Minus: no battery so you can use it only on charger.",Great sound
Apple - HomePod - Space Gray,1,4,13 Dec 2019,Mwalt1,"4 stars only because Siri doesn't always work great, but this speaker sounds great",love this product!
Apple - HomePod - Space Gray,1,5,13 Dec 2019,jric91,"I would definitely recommend a HomePod to anyone looking to improve their home music listening experience. I just bought my second one and they’re exactly one year apart. One fills the room but two working together, is another experience entirely. When Apple says that two will work in perfect unison, they’re serious. Both HomePods detect each other and work to give equal sound in every direction possible and it doesn’t sound weak or distorted. The sound is evenly balanced and because it senses barriers and walls, it never sounds like its just”blasting” music. The pairing to one another is simple or from another Apple device is also simple. With the HomePod, I’m reminded of Steve’s old line “it just works”, and this really does.",Awesome sound! Definitely consider.
Apple - HomePod - Space Gray,1,2,13 Dec 2019,zgnsi,"I stream Spotify and Pandora. This speaker is only good if you plan to pay into Apple Music. You can stream audio to this device but not use voice controls with those applications... I returned this device for the Google Hub Max, and enjoyed the Hub so much I spent a good deal more integrating more Nest products(cameras,thermostat) for the same price it’s pretty obvious which is more exciting.",Not for all
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Liete,"The HomePod is an incredible product! However it’s not for everyone, I’m too lazy to write a whole review, so check other people’s comments.",Perfect product! (For some)
Apple - HomePod - Space Gray,1,4,13 Dec 2019,bendu,"This is my second homepod and while I love the sound quality, the connectivity and lack of bluetooth-only connection is not great.","great sound quality, subpar connectivity"
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Lzyprson,The sound is fantastic from this small but powerful speaker.   I’ve been waiting a while to get one but since the price drop it made sense.,Absolutely love it.
Apple - HomePod - Space Gray,1,5,13 Dec 2019,jmejia,"Disclaimer, I have an Apple Music subscription and currently use an iPhone 11 Pro as well as an older generation iPad Pro.
Since I am well invested in the Apple ecosystem, the HomePod integrates nicely into my home and works as expected.
One major advantage is that this device now recognizes multiple users and not just myself.
My four-year-old daughter can use it without any problems if that tells you anything about the ease of use.",Fantastic start speaker experience
Apple - HomePod - Space Gray,1,5,13 Dec 2019,XXLB,Great smart speaker for people in the Apple echo system.,Great Smart Speaker
Apple - HomePod - Space Gray,1,5,13 Dec 2019,AJPADIHER,Easy setup and use with all Apple product. Sound quality is amazing.,Amazing Addition
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Jfisher515,We bought this for our kids. They love it and tell us that it was the best gift for their new house. The price was great too.,Excellent
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Mafb1993,"This homepod is so useful.  We send text messages, play music and take phone calls from it.  Everyone says we sound great when talking on the phone.",Sounds amazing!
Apple - HomePod - Space Gray,1,4,13 Dec 2019,trevi745,I originally bought this a few months back when it was $299 and returned it days later because I didn’t think it was worth the price.. about two weeks ago it went on sale for $199 and I bought it again. It has some glitches and can be frustrating at times when it doesn’t want to connect.. sound is good. It’s slightly worth the $199,Decent
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Guac,"One of the best products we have purchased. It’s so much more than “just” a speaker. We are trying to make our house a smart house while only using Apple Apple products or compatible with Apple HomeKit. HomePod is the brain to our smart house. It controls the garage door, lights, temperature etc. It works perfect. And also acts like a great speaker",Hey Siri you’re awesome
Apple - HomePod - Space Gray,1,5,13 Dec 2019,VegasDude,Setup was a breeze with my iPhone. Just plugin and sync with your phone. It is loud and I’m surprised it can still here me. My google mini can’t do that!,Easy setup with iPhone
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Goobs,This was a great item and i would definitely recommend to a friend,This was a great item and i would definitely recom
Apple - HomePod - Space Gray,1,5,13 Dec 2019,spyfile99,The sound is perfect and recent firmware update has made it a good investment.,Heavenly sound quality
Apple - HomePod - Space Gray,1,5,13 Dec 2019,PhantomIII,The beginning of my Apple smart home. Works well and sounds nice.,Awesome
Apple - HomePod - Space Gray,1,5,13 Dec 2019,AlexG,Sound amazing specially with 2 of them on Stereo mode. Now I’m thinking getting one more for the bedroom. I like controlling the Hue lights with it. Or say turn on my Apple TV. I hold off getting them before but I regret waiting that long!,Great sound and has gotten better with updates
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Deji,This HomePod is in my home office. The sound quality is awesome.,Great sound
Apple - HomePod - Space Gray,1,5,13 Dec 2019,KNub,Way better then any of the Alexa devices and I have several...I have two echos in one area to give better sound and it still isn’t as good as this device.... going to slowly move all my Alexa devices out and replace with these and Sonos,Sound Quality like no ithery
Apple - HomePod - Space Gray,1,5,13 Dec 2019,KZK1,"Purchased this a little more than a month ago .  
I like it even more than I thought I would.  My husband is a huge fan as well!!! We’re even considering buying a second one!",LOVE LOVE LOVE this!!!!!
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Huddy,"We recently moved into a new home and decided to add some “smart home” features.  We researched a number of smart home hubs and landed on the Apple HomePod.  First, as a speaker, it has amazing full sound and has flexibility in sound set up using the equalizer native in the Apple settings menu of our phones.  Functioning as a hub, it’s very easy to configure and is comparable with a large number of accessories.",Great sound and easy to use hub for smart home
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Vinnie777,Bought three of these for my home. Easy setup and amazing sound. Don’t know what I would do without!,Awesome
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Anto,"Really easy to use if you have other apple products.
I like how it sounds",Good product
Apple - HomePod - Space Gray,1,5,13 Dec 2019,henrybreen,"On par quality-wise with AirPods Pro, sound is brilliant, Siri is eerily more human with seemingly  new verbal ticks, Siri digital swirling led indicator atop very H.A.L.-like. It works so well with HomeKit anything and Apple Music.",Beautiful product.
Apple - HomePod - Space Gray,1,4,13 Dec 2019,AJIT,Great for the Apple ecosystem. Wonderful sound. Sound fills a large room very easily,Wonderful sound but pricy
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Aurelio,Surprisingly this item said it was open box it was in excellent condition and guess what they were right it was like brand new and I save $10 amazing is that thank you Best Buy,Excellent Condition
Apple - HomePod - Space Gray,1,2,13 Dec 2019,Joey,"Overall completely blown away with all the issues this thing has!! Don’t get me wrong the sound is impressive but that it. Siri is useless which I knew that going into it however when you buy apple products you expect the seamless connectivity and ease of use! That’s why I have many many apple products. However this doesn’t even seem like an apple product... it actually makes trying to listen to music a total hassle. And I have new iPhone 11 with Apple Music! Long story short airplay can’t even get through one or two song without stopping. Half the time it can’t even connect if I skip the song it just sits there thinking, and if I use Siri to play my music and does the same thing.... NOTHING!!! Some of the forums ive read said you need a good Wifi setup. Well rest assured I have the best possible WiFi! 1000mbps downloads!! So that is clearly not the case. Trust me I love apple products. I have almost every single one but this is complete trash. Totally useless piece of tech. And I’m saying all this when I bought it 9on sale for $199!! NOT WORTH THE HEADACHE!",Not even worth the huge discount I got on it
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Great,"Just love it. The sound is amazing and Siri works great. She is able
To recognize the diff between myself and my wife. Highly recommend.",Amazing sound
Apple - HomePod - Space Gray,1,5,13 Dec 2019,charlie,"I wanted an assistant that could integrate with the smart lightning/devices around the house. But, I also wanted the assistant to not keep my audio in the cloud somewhere where the company/third party contractors/etc could listen to it also. 

The only choice for such an assistant so far is the HomePod, since as long as you opt out, Apple will not keep your audio in the cloud. 

I wasn't expecting much, since I've had Alexa's and Google Home around the house before and they both didn't work terribly great. However, the HomePod is remarkably better at listening to the ""Hey Siri"" command from everyone (from adults to children) in my household. This is even when the HomePod is playing music. 

I used to have multiple Google Homes dispersed throughout the house because Google just couldn't hear the ""Hey Google"" command very well. But now I just have one HomePod in the center of the house that can be used from nearly anywhere in the house. 

I don't enjoy the price as much and hope that come out with cheaper version of Siri speakers.",Better than I thought
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Amazing,Must have with iphone and everyone who owns apple!,Amazing
Apple - HomePod - Space Gray,1,4,13 Dec 2019,kishore,"Even though it is from Apple, I get a feeling that something is off with this production from Apple. It works good so far but it is super expensive.

Worst part was that price dropped from $299 to $199 in two weeks after my purchase & BestBuy didn't do a price match.",Works good so far but very expensive
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Kirill,"Great speaker, super easy to use! Works flawlessly with MacBook iphone and Apple Tv",Amazing speaker and easy to use
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Fotchi,"I bought one of these to listen to music and use with my apple tv. It sounded great, nice bass and sounds better than my wireless bose. I just bought a second one and use them as a stereo pair and WOW they sound even better.  Siri seems to be able to understand all my commands, even quiet commands from across the room.  They are plenty loud enough for me and better yet with no distortion.","Sound great, even better as a stereo pair"
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Miiguel5ca,This was a great purchase and I love my HomePod I use it all the time.,I love the HomePod.
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Mercii1987,"Excellent tonal spatial balancing.
Sounds 3-4 times bigger than it looks.
Spatial awareness really works
Is by far one of the clearest most hifi sounding speakers I’ve purchased.
Siri integration needs work but gets better with every update.
The tech on this device was and still is ahead of it’s time.",Best sounding smart speaker
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Captnjak1,"Wow! The bass and volume from this device is amazing. Controls my Home integrated devices and maintains a consistent connection (even after a power outage). I have Apple Music and this device has become the DJ that takes requests. I now have purchased 2 of these to cover any command given throughout my house. While Siri could be a little better, I have found this device to be light years ahead of its response to the ""hey Siri"" commands. Even when the music is at full volume. Alexa just cannot replicate this.",Awesome sound
Apple - HomePod - Space Gray,1,1,13 Dec 2019,Axel,"When the speaker does what it is supposed to the sound is great, but unfortunately takes a while to get anything playing from your phone. It tires to open a new hub so you can control the HomePod volume and still control your phone volume but it usually can’t keep playing more than 1 song without crashing if not stopping in the middle of the song. And the hub will give you a loading screen and Apple Music will also give you a loading screen and you can’t really do anything while it tried to connect. I’m able to listen to music about 40% of the time when I use this speaker. It just tried to do too much without having the software to back it up so it leads to a lot of headaches and frustrations.","Good sound quality, horrible function."
Apple - HomePod - Space Gray,1,4,13 Nov 2019,AppleUser,"Since I purchased the HomePod I loved it. Only thing is, I wish I could use both my iPhone and my wife’s iPhone as primary accounts. It’s easy to setup, use, and it looks great, although I must say it’s on the expensive side. Overall I like it, I’m looking to find another for a cheaper price.",Great Hub and speaker
Apple - HomePod - Space Gray,1,5,13 Nov 2019,applespeaker,This speaker is very good and sounds very good. The price is good for the quality.,Great Sounding Speaker
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Mito,Sound quality is beyond amazing and the technology in this speaker is phenomenal. Another great product from Apple,Excellent sound quality
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Tumbleweeds,"This speaker has great sound and great volume.  I used it in a public event where the space was acoustically ""hot"" with solid walls, floor, ceiling.  The space was about 70' x 150' in size.  The HomePod speaker automatically adjusted sound output for the placement and acoustics.  It also was able to play a loud and pleasant sound to fill the room.  It did a better job than the speakers mounted on the front wall of the space.   It works well with or without Apple Music.",enjoy the great sound
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Kapten,"Love it, simple and easy to use. Such strong sound and works with all apple gear.",Best small speaker
Apple - HomePod - Space Gray,1,4,13 Nov 2019,jakesake,"perfect sound, good design. It is worth to buy it.",Perfect sound
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Luie,Very good product apple is never a disappointment very simple to use always on point,Great speaker
Apple - HomePod - Space Gray,1,4,13 Nov 2019,SoundStar,The sound quality is really good. The visual is great no matter where you place it in your home. It is lacking a few features that its competitors have.,Great sound quality
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Gabe,"Great sound and bass overall, very  easy to set up no issues",Great sound and bass overall
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Nikefan0412,"Upgraded from the echo dot and I have to say, the HomePod is a must have. Easy to set up especially with other Apple products. Very responsive and the sound quality is out of this world, deep bass and crystal clear sounds through the speaker. Definitely would recommend.",Best in home speaker
Apple - HomePod - Space Gray,1,5,13 Nov 2019,ryanwgregg,"Simply put: this is the best sounding smart home speaker on the market! Is it more expensive? Yes. Could it do more ""smart"" things? Yes. Do I care? No. It is the best on the market!",HomePod is the best sounding smart home speaker!
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Vols4Life,"The HomePod has been great.  I bought 2 and are synced together,  Great stereo quality.",Better than Alexa
Apple - HomePod - Space Gray,1,5,13 Nov 2019,AlphaGuys,If you are in the apple ecosystem and want a really good speaker this is it. There are other good ones but within the Apple eco system I love this ine,For Apple Family ...
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Cool,The sound quality of HomePod is amazing. I was amazed I could go full volume and fill the room with music that was not distorted in the least.,Great Speaker
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Baeowolf,"This is our 3rd HomePod!! 2 in the dining room and 1 in the bedroom.. absolutely love the surround sound of it. And with the new handoff mode and siri knowing who’s who.. the HomePod isn’t locked to just one account anymore!! 

May buy more in the future! 

Thanks Apple for another great product",Love it with the new update
Apple - HomePod - Space Gray,1,5,13 Nov 2019,emceeicon,I absolutely live my HomePod. I live being able to control my lights and things around my home. The sound is perfect. I have owned it for a year and I am still just as happy as day one.,Incredible device
Apple - HomePod - Space Gray,1,4,13 Nov 2019,Edgar83,Is a good speaker the only thing my wife did not like is that you have just to place it in one place what I mean is that is not portable,Good speaker
Apple - HomePod - Space Gray,1,5,13 Nov 2019,lovinglife,I think this product is worth every cent. I would purchase it again.,Great Speaker
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Misia,"This was a gift for my cousin, who loves apple products!  He loves it and says it's wonderful!",Great speaker
Apple - HomePod - Space Gray,1,3,13 Nov 2019,ming,"Give 3 stars because its 199. Hardware has bluetooth but can't use as a bluetooth device. The sound has delay with some apps. Why should I pay for apple music, it is worse than spotify and costs a lot. If you cant make apple music well, you should fit other music.",Great sound bad fitting
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Dudley,"I was very skeptical about purchasing the HomePod for a very long time no, so when I saw that it was at $100 off so I couldn’t resist it.
Let me say that I have not regretted it one bit, sound is crystal clear. My only complaint is that, I wish there was a way to adjust the bass and treble as you can on the Sonos.",Excellent Sound Quality
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Bb1996,"I was a little scared to purchase the HomePod, but once I seen the price Best Buy had, I had to get it! This is the best sound I’ve ever heard from a speaker! And the fact that I can use it as a sound bar on my Apple TV is even better. I love how I can tell siri stuff including turning on/off my lights. The only regret I have is not buying it sooner!",I’m inlove!
Apple - HomePod - Space Gray,1,5,13 Nov 2019,BIjB,I have tried Sony Sonos and Bose. I’m more interested in the sound quality over everything else. This surpassed many other speakers I tried. It’s bass heavy. Works well with all my Apple products. It’s not my number 1 for sound quality but it’s in the top 3,Great smart speaker if you own other Apple product
Apple - HomePod - Space Gray,1,5,13 Nov 2019,MBox,"Decided to pick up a third unit and created a stereo pair with two. The white looks nice (first two are black). Fills the house with clear audio and a good bit of base. Improvements to Siri has been a snails pace, had HomePod since it launched, but there have been some decent incremental updates lately.",Third HomePod
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Nico1980,"This apple speaker is the best! It's cute, sounds good and decorates my home!","The best Speaker, without a doubt !!!"
Apple - HomePod - Space Gray,1,1,13 Nov 2019,Sagar,"i purchased my 1st brand new Home pod. when i plugged in i could not see any white light or any response from Home Pod.

i called Apple Technical support, they could not figure out what the issue is. i am very upset with this Homepod. Need to return this and replace with new one.",Brand new Home Pod without life
Apple - HomePod - Space Gray,1,5,13 Nov 2019,StuHodgkiss,These are the best speakers I’ve found for under $300 plus they connect to Apples ecosystem. Win/win,Sounds amazing!
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Touz,I bought two of these. The sound quality is really fantastic.,The best sound quality with this size
Apple - HomePod - Space Gray,1,5,13 Nov 2019,RPM987CS,"I own 3 Homepods now and plan to pick up a few more to scatter around the house.  With the latest updates to AppleTV, I use the Homepod so much more.  I'll put on a movie while doing housework, and Airplay the audio from the movie to all the Homepods in the house.  I do the same thing with music from my iPhone.  I do have 1 Sonos Beam also included in the mix, but the Homepod sounds better than the Beam (it sounds shallow/like it's in a box)

My only complaint is having so many smart home devices, streaming, and other wifi things, I can overload my WiFi/router.  Need to upgrade that next.","Surprising sound for size, better after updates"
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Suram,"OK so here is my story: I have Bose Solo 15 Series II soundbar for my TV and playing music over bluetooth needs, which has a very awesome sound and Bass. Now before purchasing Apple HomePod I told my wife  that Bose would blow this thing out of the water and then I may return this but believe me, on it's head to head comparison with Bose Apple HomePod came winner in most of the songs that I played (Bose also did a nice job) but I was so amazed that how speaker like this which is not very big is awesome on sound plus all of it's smart features which Bose does not have it. This is clearly my best black Friday purcahse ever. Also, kudos to Best Buy they delivered this awesome gadget to me next day. Definetly recommend this to any one who is on the fence to buy this.",Couldn't  be more happier with my purchase!
Apple - HomePod - Space Gray,1,4,13 Nov 2019,Toddles,"Love this Speaker! At the current price on sale, i couldn’t help myself and I decided to add a second one for Stereo Pair. Just one sounds amazing, but two is phenomenal. I purchased my first one 10/20/19 and the second one 11/7/19.

Don’t really care how it’s mainly optimized for Apple Music. I use Spotify, and it would be nice to use Siri to play music... instead of having to airplay from my phone. The smart features aren’t has good as Alexa, but at least theres something. I mainly use Siri for controlling my lights.

Overall i do love these speakers. I highly recommend if you want to stay within the Apple ecosystem.",Awesome sound + Bass
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Raymondv143,the best speaker I've had a spectacular sound and the operation with airplay is brutal,Best speaker
Apple - HomePod - Space Gray,1,5,13 Nov 2019,traveler197,"Purchased the Homepod during one of Best Buy's sales for the product.

Heard a lot about the sound quality and it really does sound amazing and fills our living room.

Siri is ok and can hear our requests even when we are far away.

Recommend at price of $200",Amazing Sound Quality
Apple - HomePod - Space Gray,1,5,13 Nov 2019,jdeg,"Wow. This little speaker packs a huge punch with lots of bass for such a little package. If you’re in the Apple world, it works wonderful as a HomeKit hub and voice assistant.",Fantastic speaker.
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Serg,The sound that come out of this speaker is one of the best. Full base and highs.,Great Sound and Great Deal
Apple - HomePod - Space Gray,1,4,13 Nov 2019,LS3Dave,"Purchased originally for music playback only but once hearing the audio playback from a movie while streaming thru an Apple TV, it was really good. I have paired a second Homepod and placed on either side of the TV and use it while watching movies and listening to my favorite music. This unit is best utilized in a bedroom or office setting. In my opinion, it does not perform well in large rooms. Although it does not distort at full volume, it just isn't enough for a large room for my taste.",Great for bedroom/office setting
Apple - HomePod - Space Gray,1,5,13 Nov 2019,Obsessed,These are amazing. I would have a whole house full of them if I could afford it. Thank you apple for such an amazing device.,Love the HomePods
Apple - HomePod - Space Gray,1,4,13 Nov 2019,Swatop,HomeKit is finally getting some Apple love so this speaker is getting smarter....FINALLY!!!,Awesome speaker but still costs too much
Apple - HomePod - Space Gray,1,5,13 Dec 2019,COTrails,We recently added a second HomePod in order connect two rooms. It’s so convenient to ask for music you want to hear and the sound is great.,So easy to hear the music you want
Apple - HomePod - Space Gray,1,5,13 Dec 2019,KP78,"The pod is very sturdy.  You have to plug it in, it can connect to multiple devices via Bluetooth but only one at a time. Siri will answer questions such as weather and will change music on command.
Sound quality is very good.  We haven’t tried some of the other features it could have as of yet, but excited it will outperform all others.",Apple Home Pod
Apple - HomePod - Space Gray,1,4,13 Dec 2019,TimP,"This is our second HomePod.  I think they are great.  As most people state, them may not be the best smart speaker.  However, it does what I need or want a smart speaker to do.  Plus, the sound is excellent.  Can’t go wrong with this speaker.  I will say if your not in a rush wait until sales are expected. It’s usually $50 cheaper when on sale.",Great speaker for playing music
Apple - HomePod - Space Gray,1,5,13 Dec 2019,Kudzu,Greatest as part of your existing Apple ecosystem.,Powerful sound.
