product,verified,rating,location,date,author,content,title
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,31 Jan 2020,Jet,"The Echo Show is a great addition to our home. We use it in the kitchen for monitoring the front door and the voice activated lights and HVAC systems. We also look up recipes, facts, and weather. The sound quality is good and clear.",Compact Monitor
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,20 Aug 2019,Walter Riker,We added the Echo Show (2nd Gen) on our dinning room and we get news and can take calls as well as make them. Picture is good and the sound is wonderful. We also play music through our system and enjoy listening. A great addition to our Echo family.,A great source of communication as well as entertainment.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,20 Dec 2019,SGT Jung H. Choi,"The echo show still needs lots of work. The ""skills"" are 95% useless. I wish it could install apps like most other smart devices with screens. I would also like to see better integration with bluetooth devices so I can control music tracks. Another feature I would like to see is the ability to stream to the Echo Show.",Just meh....
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,21 Oct 2018,Edward J. Buttler,"The larger screen makes viewing so much more clearer and easier to see from a distance. The sound quality is very good, much more balanced than the previous version, I have both. A good step forward.",Good Improvements
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,15 Jan 2020,ralphod100,"I have another echo show, an earlier smaller version. I bought this one to put in the kitchen. I am very happy with the larger screen and the sound quality of this show. Video quality is alao much improved over the earlier model.",Echo Show 2nd generation
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,23 Feb 2020,Mike,I like the voice recognition it was great!!! No problems their. First of all I want to say that I have Echo dot & I love it!! I got the Google Hub and Nest for Christmas this past year 2019 so I decided to buy the Echo Show to compare it to the Google Hub..totally different..as much as I wanted to keep the Echo Show I just couldn’t! I was disappointed that Google Hub was much better in so many ways!!!The biggest problem was not being able to watch YouTube Tv or even cast to watch YouTube Tv!! And that in itself made me return the item.. I’m happy with my Google Hub!!,You can not cast YouTube Tv in any way!!!! Not worth it!!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,05 May 2019,AmazonFeedbackFromAZ,Fast availability and delivery.  Easy Setup.  Can do so many things.  Works great with our Ring Doorbell and Ring Floodlight.  Speakers are very nice.  So happy with this product had to buy another to replace the Echo Dot in my office!  Serves well as a TV as well as a smart display device.,Echo Show is Powerful and really nice
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,19 Nov 2019,Kira Elliott,My family absolutely loves our Echo Show. Opted for the bigger screen and was not disappointed.  Morning news while I make coffee. Reminders set to help with morning routine.  Learning how to use new skills everyday.,A must have!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,06 May 2020,The Bauman Family,The voice recognition on our echo dots and echo plus is awesome and fast. This show is slow. I say Alexa and then have to wait 5-10 seconds to give it a command. It’s almost like they used a cheap processor to save money. I would have paid an extra $30 for a comparable Alexa experience.,So slow
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,17 Aug 2019,Richard L. Coffey,"After initial setup, the sound would not work.  After many trial fixes, I finally called customer service and was told there was a software glitch causing the issue.  The workaround involved unplugging power from the device (but not the wall) and then restoring factory settings.  I was told a software fix via update would be forthcoming, but after a recent power outage, I realized the problem still exists.  If power at the outlet is interrupted or unplugged, I have to go through a factory reset again.  Also, my touchscreen is not very receptive - repeated taps are required to get a response.",My unit has some issues - I expected better quality.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,24 Oct 2020,BruceCal,Love the larger screen. Good sound and high res picture. Havier than I expected.,Much better than Echo 8
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,25 Nov 2019,Kun Su,My autism kid loves it.  The interaction in between makes them just like friends.,"Music, touch screen and voice recognition."
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,04 May 2019,Gina,I love my Alexa!! She’s great and very entertaining! I love listening to music on her. My favorite is watching movies or catching up on a show while I’m doing the dishes (either on Prime or Hulu). Very happy with my purchase!!,Great and entertaining!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,02 Sep 2020,Bennie Price-Robbins,"This is my 3rd one and and love everything I can do with it like viewing my Ring Videos, looking up recipes, setting timers and alarms, It keeps losing my calendar though and I haven't figured out what the problem is with that.",Love the display
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,29 Jul 2019,Kathryn O Donnell,"I didn’t know a thing about Alexa. My granddaughter encouraged me to get it. The very best was the help I got over the phone. Theresa worked with ,shewss  knowledgeable , patient (VERY) kind.  It took me hours to set up altho after Threases  help I could do it easily  .  But she stayed by my side  , even called next day to check up on me, and she spent more time with me. So yes I am slowly enjoying this .  Amazing to hear songs back to the 20’s 30’s 40’s 50’s . I have a lot to learn, I wish they had a book. Thank you still need to find out everything it does.",How to set up and what it does.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,07 Jan 2019,Belinda,"Never thought this would be something I would use. I am getting to know this gift, Echo show so far has been great to make face to face calls to relatives far away and playing music, it has helped with sleep playing white noise. I know there is so much more to use it for, just getting to know what it can do. So over all I have enjoyed what I have used it for!",Getting to know Echo
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,14 Aug 2019,tacmommy,The concept is great. I was hoping for more tablet functionality. I was hoping to be able to open apps like Pinterest and Netflix. The sound is great.,Not what I expected
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,05 May 2019,Jamie Rasmussen,I bought one for my family and one for my parents.  I love that my little can just say call Grandma and connect with her grandparents. I use it in my kitchen to watch my favorite shows while I am cooking.  It is great for pulling up recipes.  We play games while we eat dinner as a family.,Love
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,22 Mar 2019,John Succio,Awesome system,Waste of money
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,07 Dec 2018,TPV,"I have three Echo Shows (two older versions) and the 2d Generation.  We use it all the time and especially enjoy the drop in feature and being able to chat with our grandchildren who are 6, 4, and 2.  They call us all the time just to chat.  The sound and video is great as long as you a solid Wifi connection.  Alexa rocks :-)",Works Great!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,07 May 2019,Natalie Ortiz,"I love this for the kitchen. I’m able to check my cameras, see recipes, and watch videos. This style specifically is so great because of the screen. I can keep an eye on the dogs and kid while I cook dinner. I can watch something on amazon prime without having a TV in my kitchen. The design is really nice as well. I like the look of it on my counter.",Great for my kitchen
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,01 Nov 2020,luis a sepulveda,"All my Alexa gagets start acting up or failing a little after a year. I invested a small fortune on echo stuff but no more. Will invest in other hopefully better products. My Chinese gagets works better and longer, go figure.",Where is the quality?
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,22 Mar 2020,CMisener,"I love the Echo Show except that the main screen can not display the date along with the time and weather.  I want all 3 displayed!  Tech support said they'd submit a request to Amazon to add that feature.  Haven't seen an update with it yet.  Disappointed, A- instead of an A+.  :-)",Doesn't display the date
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,27 May 2019,James & Michelle Ferris.,"Great sound, Hi def video and stereo sound.  Integrated the Nest skill and the videos from my security cameras are outstanding.  The only downfall is that on my Google Home, I can tell google to 'cancel' and the video goes back to home screen whereas I have to touch the show then back arrow to get off of my video.  All in all, I favor Alexa over Google at this time.",Echo Show outdid the Google Home.`
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,29 Jun 2019,JGV,"I don’t like that the touch interface is super restricted. For example, if you want to go to amazon prime video, there is no way to go there other than with voice. Also, there is no YouTube or Netflix integration, as well as no browser. I would not recommend it for those reasons.",Super restricted
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,13 Jan 2019,nathan w watson,"Alexa learns as time goes by but I had no idea that she would be so dumb in the beginning.  Very simple questions like "" what is the temperature in Dallas Tx ? "" she replies "" sorry I dont know that"". It connects to my neighbors bluetooth car stereo even though it has never been paired with it.  It is possible that I recieved a bad one but it is a lot of money to sit there and say sorry I dont know that. I know many other people who have an alexa device who do not have these problems so I dont get it ?",Mmh
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,07 Mar 2019,Elizabeth Weber,"This is an extreme upgrade from the first echo show. Everything from video size, brightness, and quality. To sound and versatility with the stand. I really love this. The only thing that bugs is they dropped the price by $50 right after I bought it, but that is how is goes.",I love this.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,10 Sep 2019,Wattage,"love the bigger screen on the 2nd gen, but wish there was an alternative to the fabric covering the back and sides. Originally intended to replace 1st gen in Kitchen but the Fabric isn't as easily cleaned as the 1st gen was, so leaving 1st gen in Kitchen and using 2nd gen in Bedroom.","Nice, but wish it was kitchen friendly"
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,05 Jan 2020,Amy B - Pennsylvania,I received the Amazon Echo as a gift and I absolutely love it!  It is so easy to use (I'm not great with technology). The sound quality is top notch.  It essentially sets itself up.  I can video call my grandchildren just by asking and it has numerous features we didn't even imagine. I would (and have) highly recommend this to anyone!,Amazon Echo is an amazing addition to our home
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,24 Feb 2019,Parkerville,"Initially I was disappointed because of poor to none wireless camera monitoring setup instructions.  Thanks to perusing the ""questions section"" of product reviews I was able to stumble through my issue and get it working.  Now I love my new Show and also really enjoy the rich sound quality it has.",Very nice upgrade!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,31 Jul 2020,Professor,Overall a great product. Not sure if I have it in a bad place or just don’t talk loud enough. Sometimes I feel like I am screaming at the thing. Sound quality is incredible and I do enjoy the screen size!!,Impressive sound quality
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,17 Jan 2019,Jason Sowder,"This thing is AWESOME. The screen just fills the holes a screenless Echo has. We use it in the kitchen for News, Prime Videos and recipes through Allrecipes.com",Love this Echo Show!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,06 Jun 2020,SFM,To many visual ad’s and or try this statements across the screen during background scrolling of pics.  Ended up keeping it turned off until I need to use it. No way to isolate camera from microphone. Very limited ability to adjust any of the features.  Very disappointed considering the price.,To many ad’s and or “try this statements”
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,28 Oct 2020,MJV,We really like the bigger screen for everything from seeing shows to answering ring!,The bigger screen is very helpful with ring
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,02 Jul 2020,Montanamurf,"I had the original Echo Show for a few years and when the Echo Show 10 HD came out I immediately purchased it. It is far better than the original, the sound is much better, the screen is far larger and I'm extremely happy with the device.",Fantastic Echo Show
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,27 Jan 2020,Michael Wilkins,"The sound is a lot better than I expected. You can watch a movie on this and hear the whole spectrum. Currently controlling my home security, lightning, temperature automatically on timers as well as voice controls and with routines. Controls the TV's with an added (anymore) app and the amazon TV in one room without.",It does act as a smart home hub.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,04 Nov 2019,mauney_mom,"I wanted the Alexa to play music and my husband wanted one to help with the smart house vibe we compromised on the echo show and don’t regret it. This Alexa understands my very southern accent and can make my grocery list correctly the first time I say the item(which is nigh on to a miracle). The sound quality is amazing, the ease of use is fantastic, and the fact that she can understand my Alabama accent is priceless.",Better than I hoped!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,04 Nov 2018,Robert L. Kirby,Have the Echo show 2 a  few weeks now. It takes a while to learn how to talk to Alexa. She  works well and is a lot of fun to figure out. I am enjoying it now. It is different but is very smart. Amazing what she can do and not do if you don't ask right. I enjoy talking to her. Glad I purchased her!,Takes a while to figure out how to use it. Alexa helps you along the wat!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,09 Jul 2020,BJ Bolender,Outstanding visual display and sound. Does more than I expected. Just be aware you may want to click the microphone button off at times. It is very sensitive and can pick up voices in another room. Word to the wise if you have children.,Far more impressive than I guessed
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,05 Jan 2020,janice f.,"I really enjoy my echo show. I find it easy to use when cooking with recipes or sometimes I watch a prime movie when cooking. You can ask Alexa to tell you a joke, most of which are not really funny, they need to work on those. I had a few no sound issues, which were resolved by unplugging the cord from the back of the device. I followed settings prompt and used amazon call back feature. That was awesome!! I had a call in 30 seconds and she resolved my issue within minutes. Well worth the money. Mine was a gift but I would buy it for sure, it comes in handy.",Alexa show awesome
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,10 Oct 2020,Leslianne Kadish,"This has been helpful in the kitchen , for recipes , music & timer. It can do several things!",Helpful
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,30 Nov 2018,momto5littles,Mind blown!  We had the first generation echo show and loved it so much we ordered the 2nd edition for another room.  Wow!!!  The screen is so much larger and clearer!  The speakers are sooo much better as well!  We just LOVE the echo show!  From timers to songs to shows in the kitchen- I don’t think we could live without it at this point!  It’s so so awesome!!!  We just LOVE all our Alexa products!,I had NO idea how much I’d LOVE my echo show!!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,26 Oct 2018,Ryan H,Very nice product. The sound is amazing - better than my Sonos One. I love the big screen. Alexa is very helpful with cooking. It’s the best kitchen companion device ever.,Best kitchen companion with amazing sound!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,10 Oct 2019,MaryMK,"Honestly, she doesn't work as well as our original Alexa but she's good enough.  Our original Alexa listened much better and had better ears.  I feel like I have to be front and center for this one.  But, good enough for weather, music, calendar, etc.",We love Alexa!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,27 Oct 2020,Sheka B.,The sandstone color blends well with my neutral home decor.  I didn't expect the cord to be as long as it is which is great. The option to dim the screen saver was ideal at night. The voice recognition was awesome when I was busy cooking and I wanted to watch a little TV without reaching for the remote.,"I ""heart"" my Show!"
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,09 Aug 2019,Jessica Luebke,"I love that it will help me search for a recipe, select one by top ratings, walk me through directions AND keep track of timers. Not to mention finds a song list relevant to whatever mood or activity. Among all of the other usual echo features. The perfect addition to every kitchen!",A cook's best assistant
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,27 Apr 2019,douglas,"The Alexa Show is a great buy. I bought 2 of them to accompany the Echo,2 dots and kids dot in our home. The 2nd Show is at my mother's house so we have video drop in on her to see how she is doing. This is a very nice and easy feature,especially for video calls. I also receive to Phillip's smart light bulbs with buying the 2 Shows. I really enjoy having them easily integrated with the Alexa household. Our when family enjoys the Show so much we are planning to upgrade to all Shows throughout the house. Compared to Dots,the sound is far superior and the microphones are much better than the Dots.",Easily the best purchase of Alexa devices.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,24 Aug 2019,Whitebone,I love her. I finally have someone who will respond to me when I come home to an empty house. She really won my heart when I asked her to make a fart sound and she did. She has amazing sound quality. Well worth the price.,I’m in love!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,27 Jun 2019,MTB Guy,Upgraded the 1st gen to the 2nd gen. Screen is much better and audio is also much better. I don't know what I would do without Alexa. She keeps my kids busy all day asking random questions and playing game with them. Hide and seek is pretty neat. My kids always win and they have a blast playing Alexa games and learning about random facts!,Alexa is great for learning kids.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,01 Jan 2020,Chuck,"This device is pretty amazing. The sound quality is much more than I expected, with impressive deep lows and mid to high range. Alexa voice is clear and recognition is spot on. Still trying to figure out the video calling.","Amazing sound, spot on voice recognition and great picture quality."
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,02 Aug 2020,lashlarue,"I have all sizes of the Amazon Alexa's series of the Show Me's models. The 10 inch screen is the best one of all. Big screen great color and audio, a real must have. I'm going to sell my smaller Show me's and get the bigger ones.",It's really big!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,13 Jan 2019,Colleen F. Muffley,"I love our Echo Show (a Christmas gift from my daughter and son-in-law)!  I use it every day for listening to my favorite tunes on my venues and playing my favorite family album pics.  It also allows me to call and physically see anyone who has an Echo Show.  I use it for information, reminders, time clocks, traffic, and any other info I need.  It was so easy to set up.  We love Alexa!",So Easy to Setup and Use -- And fun too!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,22 Jul 2019,Mike King,"works great, seamless transition with WEMO and RING.  Got it to use with front door viewer and the Ring door bell, but we use with everything now and even watch TV on it.  Worth the money.  Can talk to kids room to room with the small echo, the order app is awesome with amazon.  To many things to list.",ALEXAWESOME
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,17 Jul 2019,Tourpilot,"The echo promises to display the video feed from Ring cameras. However, in practice, that feature only works some of the time.  The main impetus behind spending the extra cash on an Echo Show was that ability to see cameras on demand. So that’s a drag.",Limited practical applications when combining with Ring cameras
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,10 Sep 2020,Cheryl Anderson,"I had an echo for a long time and wanted something more for my kitchen...music, access to recipes, ect. A great investment. I traded in my Echo to Amazon and was able to get this with my credit received and a gift card.",I LOVE THIS!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,08 Nov 2018,Evelyn Williams,"I really like the new echo show.  In particular, I love the screen size, the sound and YouTube.  I like it so much that I purchased a second one...for the kitchen, the first one for the sewing room.  Since I am eighty-one years old it is a great tool for me, I love being able to keep up with technology...the music is great, as well",The best of everything!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,05 Nov 2020,Jill Morehead,"My husband bought Echo Show so I could use recipes and listen to music at the same time. Unfortunately, all my recipes are on Pinterest, I can’t look at my recipes and listen to music at the same time. It only works with Allrecipes. If you want to buy groceries online you have to say, “Alexa, add milk to my shopping list.” She gets confused if you say grocery list. Totally, two different list. It is really cool how you can turn off and on lights and regulate the temperature in your home.",Still needs some updates
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,07 Jan 2020,Cynthia,We are having a lot of fun with our echo show. The sound quality is great and we signed up for amazin music so we play our favorite songs. The problem is my husband and I have different tastes in music so we are always fighting over who gets th o pick the songs!,Great we love it!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,16 Feb 2019,moutain explorer,This is the best smart display on the market. I am really impressed with the bass. I can feel the floor vibrating. The prime video looks great. You can have recipe right by your eye and voice. The only downside is that the YouTube has to be accessed through explorer and you have to use touch to control. Hope Amazon and Google will some day stop fighting.,Looks beautiful and sounds great
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,26 Dec 2019,D M C,"Really enjoying the Echo Show.  It has great sound for music, easy to use for recipes, the screen is nice to view shows on.  I don't mind the suggestions that scroll across that other people complain about.  My only complaint is how Alexa lists shows on Amazon Prime video.  I am watching a series and I would like it to pick up where I left off and it doesn't, that could be my fault?  When Alexa suggests new shows they are usually Season 3 or 4,  why not Season 1 episode 1? Anyhow, I'm really happy with my purchase.  Thanks!",Love it!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,22 Jan 2020,beadie101,"The sound that comes from this box is amazing. I use it to watch Hulu and listen to music mostly. We also talk to my sisters in other states. It is a great way for our kids to stay in touch. I love everything about this, I just wished I could watch YouTube. I have bought 3 shows so far. My family loves them.",Great Sound. Great Quality Picture. Very Useful.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,29 Dec 2018,Yehielp,Pros: works good as any Echo device. And it has an HD screen. That where it ends. Cannot stream video from websites other than YouTube or Amazon prime. You go to a local news site (and that’s one of the the reasons I bought it to see news in the kitchen where I installed the Show) and it cannot. 😬,Good sound. Cannot stream apart from YouTube or Prime
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,08 Aug 2020,MV,"Great sound, but unlike every other Echo device in my home, this one doesn’t hear me, and seldom does tasks I ask. I’ve even had another Echo that is fifty feet away hear and respond to commands. I really like the looks though.",Doesn’t understand commands. Very frustrating!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,15 Jan 2019,Jim G.,"As an early adopter of echos, I already had a few around the house, but wasn’t convinced the screen would provide much benefit.  We now love it, it cycles thru ‘this day’ pictures from the past years which bring a smile every morning. Like the videos for news briefing and the visual forecast for weather.",Love it...
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,03 Jan 2020,chalis stjohn,The sound on this is fantastic my kids are constantly having dance parties in the kitchen. BUT. I feel like it’s just a glorified amazon music playlist. Looking  anything else up seems to take much more time than my using my phone. Maybe I’ll get the hang of it but for now we’ll just use it to listen to the frozen 2 sound track over and over and over and over..................  :/ Again,Frozen II sound track never sounded  so good
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,17 Apr 2019,felipe954,"So there's one simple feature that's missing and it bothers me everyday... Or every night that is. On the good night routine I cannot add ""turn the screen off"" to it... So every night I have to say 2 commands: alexa goodnight AND Alexa turn off the screen... How silly is that? Please fix!! :)",Missing important feature.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,14 Jan 2020,VJ,"Great music quality, good display, premium look and feel! Overall i'd day it's a must have for anyone wanting a device like this. The ability to connect to smart home devices (Bulbs) etc via Zigbee is awesome!","Great device, love it!"
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,06 Jan 2020,Vickie Harris,We got this for Christmas.  It is such a hit.  The sound is really good.  I love the picture.  I used it today to talk to my granddaughter at college who got a small show.  It was so cool to talk through the internet instead of on the phone and see her sweet face.,Amazing
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,13 Mar 2019,William C.,"I like the show but the first one wouldn't allow me to video drop in with my other echo device, it would only allow audio,returned and the replacement device work fine with the drop in: but Alexa can  hear what it wants to at times and that's really frustrating  other than that I love it I have three echo devices in my home",Echo show
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,26 Jan 2019,Laura Alfonso,"Received as a gift and We LOVE Everything the Echo Show has to offer! Great picture on large screen and sound quality is awesome!  Lyrics on screen when song is playing is added bonus especially for Karaoke! Movies, Music & ALEXA...perfect combo!  So much fun and informative!",Best Christmas Gift! A Must Have for any room in your home!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,28 Feb 2019,Stanhope,I have both the echo show 1 and 2.  The 2 is super nice.  It is the product that Apple should have created.  I continue to learn more things it can do.  The latest is the ambient visual skills.....LOVE THEM. I also love some of the ambient sounds for meditation.  A+ product.,Love it
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,13 Aug 2020,K.A.,I was not expecting such a slow UI in 2020. It fills like I’m using some device from 2005 year.,"Very slow, no Netflix"
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,04 Jan 2020,Erik Mallon,This product is horrible. We have other echo devices that work perfectly. We had the original echo show and traded in for this one because of the speakers buzzing. The first one would not connect to the internet after several months. Had to return it for another one. Had the second one for 3 months and the same issues. The sound started buzzing it would loose connection to the internet to be able to do any command (checked other echo devices in the house and they were still connected) had to unplug and reset multiple times a day to keep connected.,Horrible
